QUERY,PRICE_TYPE,TIME_PERIOD,INTENT
What was Google's open price 6 months ago?,open,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
What was Amazon's close price 6 months ago?,close,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
How has Apple's stock performed over the 6 months ago?,current,6mo,stock_trend
What has been the stock movement for Apple in the 6 months ago?,current,6mo,stock_trend
Tell me the high price of Amazon 6 months ago.,high,6mo,price_inquiry
How has Facebook's stock performed over the 6 months ago?,current,6mo,stock_trend
What has been the stock movement for Facebook in the 6 months ago?,current,6mo,stock_trend
What has been the stock movement for Apple in the 6 months ago?,current,6mo,stock_trend
How has Facebook's stock performed over the 6 months ago?,current,6mo,stock_trend
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What was Tesla's current price 6 months ago?,current,6mo,price_inquiry
How has Apple's stock performed over the 6 months ago?,current,6mo,stock_trend
What is the close price of Google for 6 months ago?,close,6mo,price_inquiry
What has been the stock movement for Tesla in the 6 months ago?,current,6mo,stock_trend
What was Facebook's close price 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Amazon over the 6 months ago.,current,6mo,stock_trend
Show me the current trend of Google over the 6 months ago.,current,6mo,stock_trend
What has been the stock movement for Amazon in the 6 months ago?,current,6mo,stock_trend
What is the volume price of Facebook for 6 months ago?,volume,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
What is the volume price of Tesla for 6 months ago?,volume,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What was Google's high price 6 months ago?,high,6mo,price_inquiry
What was Amazon's close price 6 months ago?,close,6mo,price_inquiry
What was Tesla's high price 6 months ago?,high,6mo,price_inquiry
What has been the stock movement for Apple in the 6 months ago?,current,6mo,stock_trend
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
How has Amazon's stock performed over the 6 months ago?,current,6mo,stock_trend
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What has been the stock movement for Apple in the 6 months ago?,current,6mo,stock_trend
Tell me the open price of Tesla 6 months ago.,open,6mo,price_inquiry
Tell me the open price of Amazon 6 months ago.,open,6mo,price_inquiry
What is the volume price of Facebook for 6 months ago?,volume,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What was Amazon's close price 6 months ago?,close,6mo,price_inquiry
What was Google's high price 6 months ago?,high,6mo,price_inquiry
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
What was Google's open price 6 months ago?,open,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What has been the stock movement for Apple in the 6 months ago?,current,6mo,stock_trend
Show me the current trend of Google over the 6 months ago.,current,6mo,stock_trend
What was Facebook's high price 6 months ago?,high,6mo,price_inquiry
What is the open price of Amazon for 6 months ago?,open,6mo,price_inquiry
What was Tesla's current price 6 months ago?,current,6mo,price_inquiry
What is the volume price of Facebook for 6 months ago?,volume,6mo,price_inquiry
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
How has Apple's stock performed over the 6 months ago?,current,6mo,stock_trend
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
What was Tesla's high price 6 months ago?,high,6mo,price_inquiry
What was Google's high price 6 months ago?,high,6mo,price_inquiry
How has Facebook's stock performed over the 6 months ago?,current,6mo,stock_trend
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What was Microsoft's high price 6 months ago?,high,6mo,price_inquiry
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Google over the 6 months ago.,current,6mo,stock_trend
What was Facebook's high price 6 months ago?,high,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
How has Google's stock performed over the 6 months ago?,current,6mo,stock_trend
Tell me the open price of Tesla 6 months ago.,open,6mo,price_inquiry
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What has been the stock movement for Microsoft in the 6 months ago?,current,6mo,stock_trend
What was Facebook's high price 6 months ago?,high,6mo,price_inquiry
Show me the current trend of Amazon over the 6 months ago.,current,6mo,stock_trend
What was Google's high price 6 months ago?,high,6mo,price_inquiry
Tell me the open price of Tesla 6 months ago.,open,6mo,price_inquiry
What was Tesla's low price 6 months ago?,low,6mo,price_inquiry
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What was Google's open price 6 months ago?,open,6mo,price_inquiry
What has been the stock movement for Apple in the 6 months ago?,current,6mo,stock_trend
Show me the current trend of Google over the 6 months ago.,current,6mo,stock_trend
Tell me the high price of Apple 6 months ago.,high,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
How has Microsoft's stock performed over the 6 months ago?,current,6mo,stock_trend
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What was Amazon's volume price 6 months ago?,volume,6mo,price_inquiry
What was Amazon's close price 6 months ago?,close,6mo,price_inquiry
What has been the stock movement for Microsoft in the 6 months ago?,current,6mo,stock_trend
Tell me the volume price of Apple 6 months ago.,volume,6mo,price_inquiry
What is the close price of Amazon for 6 months ago?,close,6mo,price_inquiry
Tell me the volume price of Apple 6 months ago.,volume,6mo,price_inquiry
What has been the stock movement for Facebook in the 6 months ago?,current,6mo,stock_trend
What was Amazon's open price 6 months ago?,open,6mo,price_inquiry
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What is the close price of Amazon for 6 months ago?,close,6mo,price_inquiry
What was Amazon's close price 6 months ago?,close,6mo,price_inquiry
What has been the stock movement for Amazon in the 6 months ago?,current,6mo,stock_trend
What has been the stock movement for Tesla in the 6 months ago?,current,6mo,stock_trend
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What was Google's open price 6 months ago?,open,6mo,price_inquiry
What has been the stock movement for Google in the 6 months ago?,current,6mo,stock_trend
What has been the stock movement for Microsoft in the 6 months ago?,current,6mo,stock_trend
Tell me the high price of Apple 6 months ago.,high,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
Tell me the volume price of Microsoft 6 months ago.,volume,6mo,price_inquiry
What is the volume price of Facebook for 6 months ago?,volume,6mo,price_inquiry
Show me the current trend of Amazon over the 6 months ago.,current,6mo,stock_trend
What has been the stock movement for Apple in the 6 months ago?,current,6mo,stock_trend
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What was Amazon's volume price 6 months ago?,volume,6mo,price_inquiry
How has Microsoft's stock performed over the 6 months ago?,current,6mo,stock_trend
What has been the stock movement for Amazon in the 6 months ago?,current,6mo,stock_trend
What has been the stock movement for Apple in the 6 months ago?,current,6mo,stock_trend
How has Facebook's stock performed over the 6 months ago?,current,6mo,stock_trend
What was Google's open price 6 months ago?,open,6mo,price_inquiry
What has been the stock movement for Google in the 6 months ago?,current,6mo,stock_trend
Show me the current trend of Google over the 6 months ago.,current,6mo,stock_trend
How has Microsoft's stock performed over the 6 months ago?,current,6mo,stock_trend
What was Amazon's volume price 6 months ago?,volume,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
Tell me the open price of Tesla 6 months ago.,open,6mo,price_inquiry
What was Amazon's volume price 6 months ago?,volume,6mo,price_inquiry
Tell me the open price of Apple 6 months ago.,open,6mo,price_inquiry
What was Tesla's high price 6 months ago?,high,6mo,price_inquiry
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What was Google's open price 6 months ago?,open,6mo,price_inquiry
How has Facebook's stock performed over the 6 months ago?,current,6mo,stock_trend
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
Tell me the volume price of Apple 6 months ago.,volume,6mo,price_inquiry
What is the volume price of Tesla for 6 months ago?,volume,6mo,price_inquiry
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
Tell me the high price of Apple 6 months ago.,high,6mo,price_inquiry
Tell me the volume price of Microsoft 6 months ago.,volume,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
How has Google's stock performed over the 6 months ago?,current,6mo,stock_trend
Tell me the volume price of Microsoft 6 months ago.,volume,6mo,price_inquiry
Tell me the high price of Apple 6 months ago.,high,6mo,price_inquiry
What has been the stock movement for Apple in the 6 months ago?,current,6mo,stock_trend
How has Apple's stock performed over the 6 months ago?,current,6mo,stock_trend
Tell me the close price of Amazon 6 months ago.,close,6mo,price_inquiry
What has been the stock movement for Microsoft in the 6 months ago?,current,6mo,stock_trend
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
What was Tesla's high price 6 months ago?,high,6mo,price_inquiry
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
How has Facebook's stock performed over the 6 months ago?,current,6mo,stock_trend
How has Facebook's stock performed over the 6 months ago?,current,6mo,stock_trend
What was Microsoft's high price 6 months ago?,high,6mo,price_inquiry
Tell me the close price of Amazon 6 months ago.,close,6mo,price_inquiry
What is the volume price of Facebook for 6 months ago?,volume,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
What was Amazon's open price 6 months ago?,open,6mo,price_inquiry
What has been the stock movement for Tesla in the 6 months ago?,current,6mo,stock_trend
What was Tesla's high price 6 months ago?,high,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
How has Microsoft's stock performed over the 6 months ago?,current,6mo,stock_trend
What was Tesla's high price 6 months ago?,high,6mo,price_inquiry
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
How has Facebook's stock performed over the 6 months ago?,current,6mo,stock_trend
What was Amazon's volume price 6 months ago?,volume,6mo,price_inquiry
What was Amazon's volume price 6 months ago?,volume,6mo,price_inquiry
What was Tesla's current price 6 months ago?,current,6mo,price_inquiry
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
What was Amazon's close price 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
Tell me the open price of Tesla 6 months ago.,open,6mo,price_inquiry
What was Amazon's volume price 6 months ago?,volume,6mo,price_inquiry
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
What is the volume price of Facebook for 6 months ago?,volume,6mo,price_inquiry
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What is the close price of Amazon for 6 months ago?,close,6mo,price_inquiry
Tell me the close price of Amazon 6 months ago.,close,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What was Amazon's open price 6 months ago?,open,6mo,price_inquiry
What was Google's open price 6 months ago?,open,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
How has Microsoft's stock performed over the 6 months ago?,current,6mo,stock_trend
Tell me the high price of Amazon 6 months ago.,high,6mo,price_inquiry
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
What is the close price of Amazon for 6 months ago?,close,6mo,price_inquiry
How has Apple's stock performed over the 6 months ago?,current,6mo,stock_trend
What has been the stock movement for Google in the 6 months ago?,current,6mo,stock_trend
What was Google's open price 6 months ago?,open,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
Tell me the high price of Apple 6 months ago.,high,6mo,price_inquiry
What was Amazon's volume price 6 months ago?,volume,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What was Microsoft's volume price 6 months ago?,volume,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
How has Microsoft's stock performed over the 6 months ago?,current,6mo,stock_trend
What was Google's open price 6 months ago?,open,6mo,price_inquiry
What was Amazon's volume price 6 months ago?,volume,6mo,price_inquiry
Tell me the high price of Apple 6 months ago.,high,6mo,price_inquiry
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
What was Facebook's high price 6 months ago?,high,6mo,price_inquiry
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
What is the volume price of Amazon for 6 months ago?,volume,6mo,price_inquiry
What was Facebook's high price 6 months ago?,high,6mo,price_inquiry
Show me the current trend of Amazon over the 6 months ago.,current,6mo,stock_trend
What has been the stock movement for Microsoft in the 6 months ago?,current,6mo,stock_trend
Tell me the high price of Apple 6 months ago.,high,6mo,price_inquiry
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What has been the stock movement for Microsoft in the 6 months ago?,current,6mo,stock_trend
What was Google's open price 6 months ago?,open,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
Tell me the open price of Tesla 6 months ago.,open,6mo,price_inquiry
What has been the stock movement for Facebook in the 6 months ago?,current,6mo,stock_trend
How has Microsoft's stock performed over the 6 months ago?,current,6mo,stock_trend
Tell me the volume price of Google 6 months ago.,volume,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
What is the volume price of Amazon for 6 months ago?,volume,6mo,price_inquiry
What has been the stock movement for Microsoft in the 6 months ago?,current,6mo,stock_trend
What is the volume price of Facebook for 6 months ago?,volume,6mo,price_inquiry
What is the open price of Amazon for 6 months ago?,open,6mo,price_inquiry
How has Microsoft's stock performed over the 6 months ago?,current,6mo,stock_trend
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What was Tesla's high price 6 months ago?,high,6mo,price_inquiry
What has been the stock movement for Facebook in the 6 months ago?,current,6mo,stock_trend
What is the volume price of Amazon for 6 months ago?,volume,6mo,price_inquiry
What is the open price of Amazon for 6 months ago?,open,6mo,price_inquiry
What was Google's high price 6 months ago?,high,6mo,price_inquiry
What has been the stock movement for Amazon in the 6 months ago?,current,6mo,stock_trend
What has been the stock movement for Tesla in the 6 months ago?,current,6mo,stock_trend
Show me the current trend of Microsoft over the 6 months ago.,current,6mo,stock_trend
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
What was Amazon's low price 6 months ago?,low,6mo,price_inquiry
Show me the current trend of Apple over the 6 months ago.,current,6mo,stock_trend
Tell me the volume price of Facebook 6 months ago.,volume,6mo,price_inquiry
How has Microsoft's stock performed over the 6 months ago?,current,6mo,stock_trend
What is the close price of Amazon for 6 months ago?,close,6mo,price_inquiry
What is the volume price of Amazon for 6 months ago?,volume,6mo,price_inquiry
What has been the stock movement for Facebook in the 6 months ago?,current,6mo,stock_trend
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What was Tesla's high price 6 months ago?,high,6mo,price_inquiry
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What was Tesla's low price 6 months ago?,low,6mo,price_inquiry
What was Google's high price 6 months ago?,high,6mo,price_inquiry
What was Tesla's high price 6 months ago?,high,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Facebook over the 6 months ago.,current,6mo,stock_trend
What is the open price of Facebook for 6 months ago?,open,6mo,price_inquiry
What was Amazon's close price 6 months ago?,close,6mo,price_inquiry
What is the open price of Amazon for 6 months ago?,open,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Show me the current trend of Facebook over the 2 days ago.,current,2d,stock_trend
Tell me the high price of Amazon 2 days ago.,high,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Google in the 2 days ago?,current,2d,stock_trend
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
Show me the current trend of Facebook over the 2 days ago.,current,2d,stock_trend
What was Apple's open price 2 days ago?,open,2d,price_inquiry
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Google in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What was Facebook's open price 2 days ago?,open,2d,price_inquiry
What was Amazon's volume price 2 days ago?,volume,2d,price_inquiry
Tell me the low price of Amazon 2 days ago.,low,2d,price_inquiry
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
Tell me the low price of Amazon 2 days ago.,low,2d,price_inquiry
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
What was Microsoft's open price 2 days ago?,open,2d,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
Tell me the close price of Microsoft 2 days ago.,close,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
Tell me the high price of Amazon 2 days ago.,high,2d,price_inquiry
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
How has Amazon's stock performed over the 2 days ago?,current,2d,stock_trend
Tell me the close price of Tesla 2 days ago.,close,2d,price_inquiry
Tell me the high price of Facebook 2 days ago.,high,2d,price_inquiry
Tell me the high price of Tesla 2 days ago.,high,2d,price_inquiry
What was Amazon's volume price 2 days ago?,volume,2d,price_inquiry
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
Tell me the low price of Apple 2 days ago.,low,2d,price_inquiry
What has been the stock movement for Google in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What was Apple's high price 2 days ago?,high,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
Show me the current trend of Facebook over the 2 days ago.,current,2d,stock_trend
What is the close price of Apple for 2 days ago?,close,2d,price_inquiry
Tell me the open price of Amazon 2 days ago.,open,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What was Microsoft's open price 2 days ago?,open,2d,price_inquiry
Tell me the low price of Apple 2 days ago.,low,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What was Microsoft's volume price 2 days ago?,volume,2d,price_inquiry
How has Tesla's stock performed over the 2 days ago?,current,2d,stock_trend
Tell me the close price of Microsoft 2 days ago.,close,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
What has been the stock movement for Google in the 2 days ago?,current,2d,stock_trend
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
Tell me the high price of Amazon 2 days ago.,high,2d,price_inquiry
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
What has been the stock movement for Google in the 2 days ago?,current,2d,stock_trend
Show me the current trend of Facebook over the 2 days ago.,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What is the close price of Apple for 2 days ago?,close,2d,price_inquiry
Tell me the high price of Facebook 2 days ago.,high,2d,price_inquiry
What was Apple's high price 2 days ago?,high,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
Show me the current trend of Facebook over the 2 days ago.,current,2d,stock_trend
What was Apple's high price 2 days ago?,high,2d,price_inquiry
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Microsoft in the 2 days ago?,current,2d,stock_trend
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
Tell me the high price of Facebook 2 days ago.,high,2d,price_inquiry
Tell me the low price of Amazon 2 days ago.,low,2d,price_inquiry
What was Facebook's high price 2 days ago?,high,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Google in the 2 days ago?,current,2d,stock_trend
Tell me the volume price of Amazon 2 days ago.,volume,2d,price_inquiry
Show me the current trend of Facebook over the 2 days ago.,current,2d,stock_trend
What was Amazon's volume price 2 days ago?,volume,2d,price_inquiry
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What was Microsoft's high price 2 days ago?,high,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Google in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
What is the open price of Apple for 2 days ago?,open,2d,price_inquiry
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What was Amazon's volume price 2 days ago?,volume,2d,price_inquiry
Tell me the low price of Google 2 days ago.,low,2d,price_inquiry
Tell me the open price of Amazon 2 days ago.,open,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
Tell me the low price of Amazon 2 days ago.,low,2d,price_inquiry
Tell me the volume price of Amazon 2 days ago.,volume,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
What was Facebook's open price 2 days ago?,open,2d,price_inquiry
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
Tell me the volume price of Amazon 2 days ago.,volume,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
Show me the current trend of Apple over the 2 days ago.,current,2d,stock_trend
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
How has Google's stock performed over the 2 days ago?,current,2d,stock_trend
How has Apple's stock performed over the 2 days ago?,current,2d,stock_trend
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What was Microsoft's close price 2 days ago?,close,2d,price_inquiry
Show me the current trend of Apple over the 2 days ago.,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
How has Amazon's stock performed over the 2 days ago?,current,2d,stock_trend
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
What is the open price of Apple for 2 days ago?,open,2d,price_inquiry
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What was Amazon's volume price 2 days ago?,volume,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
Tell me the close price of Tesla 2 days ago.,close,2d,price_inquiry
Tell me the volume price of Amazon 2 days ago.,volume,2d,price_inquiry
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
What is the open price of Apple for 2 days ago?,open,2d,price_inquiry
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Microsoft in the 2 days ago?,current,2d,stock_trend
Tell me the low price of Amazon 2 days ago.,low,2d,price_inquiry
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What was Google's volume price 2 days ago?,volume,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
Tell me the low price of Apple 2 days ago.,low,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What is the open price of Apple for 2 days ago?,open,2d,price_inquiry
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
What is the open price of Apple for 2 days ago?,open,2d,price_inquiry
What is the open price of Apple for 2 days ago?,open,2d,price_inquiry
What was Facebook's open price 2 days ago?,open,2d,price_inquiry
What was Facebook's open price 2 days ago?,open,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
What was Facebook's open price 2 days ago?,open,2d,price_inquiry
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
